puzzle_date,puzzle_id,puzzle_answer,word_first_use,word_etymology,word_year_accurate
09/07/2025,1541,TENOR,1300,"Middle English tenor, tenoure, tenure ""main point of a document, intent of a legal agreement, continued presence or sustained course, part carrying the cantus firmus melody in contrapuntal music,"" borrowed from Anglo-French & Medieval Latin; Anglo-French tenur, tenure ""import of a document,"" borrowed from Medieval Latin tenōr-, tenor ""sustained course, continuity, condition, drift of a law or document, tone of the voice, cantus firmus melody in contrapuntal music,"" going back to Latin, ""sustained course, continuity, tone of the voice,"" from tenēre ""to hold, possess"" + -ōr-, -or, going back to *-ōs-, deverbal noun suffix of state  — more at tenant entry 1",False
09/06/2025,1540,BULGE,1400,Middle English bolgen,False
09/05/2025,1539,DRIFT,1300,Middle English; akin to Old English drīfan to drive  — more at drive,False
09/04/2025,1538,BLEND,1300,"Middle English blenden, blinden ""to mix, blend, intersperse, have dealings (with),"" probably borrowed from an Old Norse predecessor of Old Icelandic blend (1st singular), blendr (3rd singular), present tense forms of blanda ""to mix in, blend,"" going back to Germanic *blanda- ""to mix, mingle,"" probably originally ""to make murky or obscure"" (whence also Old English blandan, blondan, geblandan ""to mix, blend,"" Old Saxon giblandan ""blended, mingled,"" Middle Dutch blanden ""to mix,"" Old High German blantan ""to produce, bring about"" [Middle High German blanden ""to make turbid, mix, bring about""], Gothic sik blandan ""to associate with""), o-grade causative from a dialectal Indo-European base *b h lend h - ""become murky or cloudy, see poorly"" whence also Old Church Slavic blędǫ, blęsti ""to chatter, talk nonsense,"" blǫždǫ, blǫditi ""to wander,"" Polish błąd ""error,"" Lithuanian bleñdžiasi, blę͂stis ""to become dark,"" blandùs ""impure, murky, dark""",False
09/03/2025,1537,FETCH,1100,"Middle English fecchen , from Old English fetian, feccan ; perhaps akin to Old English fōt foot  — more at foot",False
09/02/2025,1536,MIGHT,1100,"Middle English, from Old English meahte, mihte ; akin to Old High German mahta, mohta could",False
09/01/2025,1535,LEAST,1100,"Middle English leest , from Old English lǣst , superlative of lǣssa less",False
08/31/2025,1534,PETAL,1712,"New Latin petalum , from Greek petalon ; akin to Greek petannynai to spread out  — more at fathom",True
08/30/2025,1533,ELATE,1638,"Latin elatus (past participle of efferre to carry out, elevate), from e- + latus , past participle of ferre to carry  — more at tolerate , bear",True
08/29/2025,1532,GRAFT,1300,"Middle English graffe, grafte , from Anglo-French greffe, graife stylus, graph, from Medieval Latin graphium , from Latin, stylus, from Greek grapheion , from graphein to write  — more at carve",False
08/28/2025,1531,SPLIT,1567,"Dutch splitten , from Middle Dutch; akin to Middle High German splīzen to split and probably to Old High German spaltan to split",True
08/27/2025,1530,TOWER,1100,"Middle English tour, tor , from Old English torr & Anglo-French tur, tour , both from Latin turris , from Greek tyrris, tyrsis",False
08/26/2025,1529,ANNEX,1300,"Middle English, from Anglo-French annexer , from annexe attached, from Latin annexus , past participle of annectere to bind to, from ad- + nectere to bind",False
08/25/2025,1528,MIRTH,1100,"Middle English, from Old English myrgth , from myrge merry  — more at merry",False
08/24/2025,1527,SPORE,1836,"New Latin spora seed, spore, from Greek, act of sowing, seed, from speirein to sow  — more at sperm",True
08/23/2025,1526,UNION,1400,"Middle English, from Anglo-French, from Late Latin union-, unio oneness, union, from Latin unus one  — more at one",False
08/22/2025,1525,RATTY,1865,modern english,True
08/21/2025,1524,EXTOL,1400,"Middle English, from Latin extollere , from ex- + tollere to lift up  — more at tolerate",False
08/20/2025,1523,LLAMA,1600,"Spanish, from Quechua",True
08/19/2025,1522,ROWDY,1832,perhaps irregular from row entry 5,True
08/18/2025,1521,ISSUE,1300,"Middle English, exit, proceeds, from Anglo-French, from issir to come out, go out, from Latin exire to go out, from ex- + ire to go; akin to Goth iddja he went, Greek ienai to go, Sanskrit eti he goes",False
08/17/2025,1520,LOUSY,1300,unknown,False
08/16/2025,1519,MATTE,1648,"French mat , from Old French, faded, defeated",True
08/15/2025,1518,LEVEL,1300,"Middle English, plumb line, from Anglo-French livel , from Vulgar Latin *libellum , alteration of Latin libella , from diminutive of libra weight, balance",False
08/14/2025,1517,KNELL,1100,"Middle English, from Old English cnyllan ; akin to Middle High German er knellen to toll",False
08/13/2025,1516,KEFIR,1884,Russian,True
08/12/2025,1515,NOMAD,1579,"borrowed from Latin Nomades (singular Nomas ), name given to various pastoral peoples, as in northern Africa or Scythia, borrowed from Greek nomádes ""pastoral people who move from place to place seasonally,"" plural of nomad-, nomás ""wanderer, shepherd,"" as adjective, ""wandering, roaming,"" from nomḗ ""pasturing of animals, pasture, herd"" or nomós ""pasture, feeding ground"" (both o-ablaut derivatives of némein ""to graze, pasture [animals]) + -ad-, -as, noun and adjective suffix denoting descent from or connection with  — more at nimble",True
08/11/2025,1514,SOUTH,1100,"Middle English, from Old English sūth ; akin to Old High German sund- south and probably to Old English sunne sun",False
08/10/2025,1513,MINTY,1100,"Middle English minte , from Old English, from Latin mentha, menta ; akin to Greek minthē mint",False
08/09/2025,1512,NASAL,1300,"Middle English, from Anglo-French, from nes nose, from Latin nasus — more at nose",False
08/08/2025,1511,IMBUE,1555,Latin imbuere,True
08/07/2025,1510,CORAL,1300,"Middle English, from Anglo-French, from Latin corallium , from Greek korallion",False
08/06/2025,1509,GROAN,1100,"Middle English gronen , from Old English grānian ; akin to Old High German grīnan to growl",False
08/05/2025,1508,STORK,1100,"Middle English, from Old English storc ; akin to Old High German storah stork and probably to Old English stearc stiff  — more at stark",False
08/04/2025,1507,RIGID,1400,"Middle English rigide , from Latin rigidus , from rigēre to be stiff",False
08/03/2025,1506,LUMPY,1706,early modern english,True
08/02/2025,1505,DAUNT,1300,"Middle English daunten, borrowed from Anglo-French danter, daunter, going back to Latin domitāre ""to subdue, bring under control,"" frequentative of domāre ""to subdue, tame""  — more at tame entry 1",False
08/01/2025,1504,BANJO,1708,"probably of African origin; akin to Kimbundu mbanza , a similar instrument",True
07/31/2025,1503,FRILL,1574,"perhaps from Dutch dialect (Brabant) frul ribbon bow, trifle",True
07/30/2025,1502,ASSAY,1300,"Middle English, from Anglo-French assai, essai — more at essay entry 1",False
07/29/2025,1501,OMEGA,1400,"Middle English, from Greek ō mega , literally, large o",False
07/28/2025,1500,SAVVY,1826,"alteration of sabi know (in English-based creoles and pidgins), from Portuguese sabe he knows, from saber to know, from Latin sapere to be wise  — more at sage",True
07/27/2025,1499,WHOLE,1100,"Middle English hool healthy, unhurt, entire, from Old English hāl ; akin to Old High German heil healthy, unhurt, Old Norse heill , Old Church Slavic cělŭ",False
07/26/2025,1498,HAUNT,1300,"Middle English haunten, hanten ""to frequent, frequent the company of, dwell in, engage in, practice (a vice or virtue), perform,"" borrowed from Anglo-French hanter, haunter (also continental Old French), of uncertain origin",False
07/25/2025,1497,GOFER,1967,alteration of go for,True
07/24/2025,1496,QUAKE,1100,"Middle English, from Old English cwacian",False
07/23/2025,1495,WATER,1100,"Middle English, from Old English wæter ; akin to Old High German wazzar water, Greek hydōr , Latin unda wave",False
07/22/2025,1494,BURNT,1300,unknown,False
07/21/2025,1493,TIZZY,1935,origin unknown,True
07/20/2025,1492,BLANK,1300,"Middle English blank, blaunk ""white, (of a document) having empty spaces to be filled in,"" borrowed from Anglo-French blanc, (feminine) blanche ""white, pale, bright, not written on"" (also continental Old French), going back to Gallo-Romance *blanko-, borrowed from Germanic *blanka- ""bright, without color"" (whence Old English blanca, blonca ""white horse,"" Old Saxon wahsblank ""white as wax, dun-colored,"" Middle Dutch blank ""light-colored [of a complexion],"" Old High German blanc, blanch ""pale, white [especially of horses],"" Old Icelandic blakkr ""pale, brownish-yellow [especially of horses]""), derivative, with infixed -n-, of *blaka-, the etymon of Old English blæc, blac ""black, (of other colors) dark""  — more at black entry 1",False
07/19/2025,1491,SWORD,1100,"Middle English, from Old English sweord ; akin to Old High German swert sword",False
07/18/2025,1490,LORIS,1774,"French, probably from obsolete Dutch loeris simpleton",True
07/17/2025,1489,MODAL,1569,"Medieval Latin modalis , from Latin modus",True
07/16/2025,1488,NERVY,1598,early modern english,True
07/15/2025,1487,FOIST,1587,"probably from obsolete Dutch vuisten to take into one's hand, from Middle Dutch vuysten , from vuyst fist; akin to Old English fȳst fist",True
07/14/2025,1486,UNDID,1100,unknown,False
07/13/2025,1485,GNOME,1563,"Greek gnōmē , from gignōskein to know  — more at know",True
07/12/2025,1484,EXILE,1300,"Middle English exil , from Anglo-French essil, exil , from Latin exilium , from exul, exsul an exile",False
07/11/2025,1483,BRAND,1100,"Middle English, torch, sword, from Old English; akin to Old English bærnan to burn",False
07/10/2025,1482,JUMPY,1869,modern english,True
07/09/2025,1481,NOVEL,1639,"earlier nouell, nouelle ""short prose narrative,"" borrowed from Italian novella — more at novella",True
07/08/2025,1480,DREAD,1100,"Middle English dreden , from Old English drǣdan",False
07/07/2025,1479,STILT,1400,Middle English stilte ; akin to Old High German stelza stilt,False
07/06/2025,1478,ATRIA,1577,Latin,True
07/05/2025,1477,BALER,1100,"Middle English, ""evil-doing, threat of evil, harm, destruction of life, torment, grief,"" going back to Old English bealu (neuter), genitive bealwes ""evil-doing, malice, harm, destruction, torment,"" going back to Germanic *balwa- ""evil,"" in both active and passive aspects (whence also Old Frisian bale- [in balemunda ""disloyal guardian""], Old Saxon balu ""wickedness,"" Middle Dutch bal- [in baldadich ""wanton""], Old High German balo, palo ""evil, disaster, treachery,"" Old Icelandic bǫl ""misfortune,"" Gothic balwa- [in balwawesei ""wickedness""]), noun derivative from neuter of an adjective *balwa- (whence Old English bealu ""evil, pernicious""), going back to dialectal Indo-European *b h ol-, whence also Old Church Slavic bolĭ ""sick person,"" Bosnian-Croatian-Serbian bôl ""pain,"" Russian bol'",False
07/04/2025,1476,CURVE,1400,"Middle English, from Latin curvus ; akin to Greek kyrtos convex, Middle Irish cruinn round",False
07/03/2025,1475,POPPY,1100,"Middle English popi , from Old English popæg, popig , modification of Latin papaver",False
07/02/2025,1474,INCUR,1400,"Middle English incurren , from Latin incurrere , literally, to run into, from in- + currere to run  — more at car",False
07/01/2025,1473,MOLDY,1300,unknown,False
06/30/2025,1472,BLINK,1592,"variant of blenk, going back to Middle English blenken ""to shine, gleam, turn pale"" and ""to move suddenly or sharply, change direction, evade, mislead,"" perhaps going back to Germanic *blinkan-, nasal present based on pre-Germanic *blei̯k-, the base of *blīkan- ""to shine"" (or, alternatively, if *blenk- is primary, a derivative from the base of *blanka- ""bright, white, without color"")  — more at bleach entry 1 , blank entry 1",True
06/29/2025,1471,WITTY,1100,see wit entry 2,False
06/28/2025,1470,STUMP,1300,Middle English stumpe ; akin to Old High German stumpf stump and perhaps to Middle English stampen to stamp,False
06/27/2025,1469,PLAIN,1300,"Middle English, from Anglo-French, from Latin planum , from neuter of planus flat, plain  — more at floor",False
06/26/2025,1468,OFFER,1100,"Middle English offren , in sense 1, from Old English offrian , from Late Latin offerre , from Latin, to present, tender, from ob- toward + ferre to carry; in other senses, from Anglo-French offrir , from Latin offerre — more at bear",False
06/25/2025,1467,COMFY,1829,comf(ortable) + -y entry 1,True
06/24/2025,1466,ELITE,1738,"French élite , from Old French eslite , from feminine of eslit , past participle of eslire to choose, from Latin eligere",True
06/23/2025,1465,ODDLY,1597,early modern english,True
06/22/2025,1464,THRUM,1592,imitative,True
06/21/2025,1463,GLADE,1535,perhaps from glad entry 1,True
06/20/2025,1462,TAUPE,1909,"French, literally, mole, from Old French, from Latin talpa",True
06/19/2025,1461,CURIO,1849,short for curiosity,True
06/18/2025,1460,MUNCH,1300,"Middle English monchen , probably of imitative origin",False
06/17/2025,1459,PRANK,1529,obsolete prank to play tricks,True
06/16/2025,1458,PETTY,1300,"Middle English pety small, minor, alteration of petit",False
06/15/2025,1457,QUAIL,1300,"Middle English quaile , from Anglo-French, from Medieval Latin quaccula , of imitative origin",False
06/14/2025,1456,GHOST,1100,"Middle English gost, gast , from Old English gāst ; akin to Old High German geist spirit, Sanskrit heḍa anger",False
06/13/2025,1455,BILGE,1513,"probably modification of Middle French boulge, bouge leather bag, curved part  — more at budget",True
06/12/2025,1454,VIXEN,1400,"Middle English (southern dialect) *vixen , alteration of Middle English fixen , from Old English fyxe , feminine of fox",False
06/11/2025,1453,PLAID,1512,Scottish Gaelic plaide,True
06/10/2025,1452,TAFFY,1817,origin unknown,True
06/09/2025,1451,BOARD,1100,"Middle English bord piece of sawed lumber, border, ship's side, from Old English; akin to Old High German bort ship's side",False
06/08/2025,1450,LEASE,1300,"Middle English les , from Anglo-French, from lesser",False
06/07/2025,1449,REUSE,1797,early modern english,True
06/06/2025,1448,EDIFY,1300,"Middle English, from Anglo-French edifier , from Late Latin & Latin; Late Latin aedificare to instruct or improve spiritually, from Latin, to erect a house, from aedes temple, house; akin to Old English ād funeral pyre, Latin aestas summer",False
06/05/2025,1447,DATUM,1646,"Latin, from neuter of datus",True
06/04/2025,1446,CEASE,1300,"Middle English cesen , from Anglo-French cesser , from Latin cessare to hold back, be remiss, frequentative of cedere",False
06/03/2025,1445,ADMIN,-1,unknown,False
06/02/2025,1444,PREEN,1300,"Middle English prenen , alteration of proynen, prunen , from Anglo-French puroindre, proindre , from pur- thoroughly + uindre, oindre to anoint, rub, from Latin unguere — more at purchase entry 1 , ointment",False
06/01/2025,1443,ROUGH,1100,"Middle English, from Old English rūh ; akin to Old High German rūh rough, Lithuanian raukas wrinkle",False
05/31/2025,1442,HABIT,1200,"Middle English, from Anglo-French, from Latin habitus condition, character, from habēre to have, hold  — more at give",False
05/30/2025,1441,IDIOM,1573,"Middle French & Late Latin; Middle French idiome , from Late Latin idioma individual peculiarity of language, from Greek idiōmat-, idiōma , from idiousthai to appropriate, from idios",True
05/29/2025,1440,QUASH,1200,"Middle English quashen to smash, from Anglo-French quasser, casser , from Latin quassare to shake violently, shatter, frequentative of quatere to shake",False
05/28/2025,1439,POLAR,1556,"New Latin polaris , from Latin polus pole",True
05/27/2025,1438,SPORT,1400,"Middle English, to divert, disport, short for disporten",False
05/26/2025,1437,DRONE,1100,"Middle English, from Old English drān ; akin to Old High German treno drone, Greek thrēnos dirge",False
05/25/2025,1436,GRIFT,1902,"grift , noun, perhaps alteration of graft",True
05/24/2025,1435,SUEDE,1883,French gants de Suède Swedish gloves,True
05/23/2025,1434,SHUCK,1674,origin unknown,True
05/22/2025,1433,FOLIO,1400,"Middle English, from Latin, ablative of folium",False
05/21/2025,1432,ALARM,1400,"Middle English alarme, alarom , from Middle French alarme , from Old Italian all'arme , literally, to the arms",False
05/20/2025,1431,BORNE,1559,early modern english,True
05/19/2025,1430,PITCH,1100,"Middle English pich , from Old English pic , from Latin pic-, pix ; akin to Greek pissa pitch, Old Church Slavic pĭcĭlŭ",False
05/18/2025,1429,LIVID,1400,"French livide , from Latin lividus , from livēre to be blue; akin to Welsh lliw color and probably to Russian sliva plum",False
05/17/2025,1428,GROWN,1645,early modern english,True
05/16/2025,1427,FIFTH,1557,"Middle English fifte, fifthe , from Old English fīfta , from fīf five",True
05/15/2025,1426,EAGER,1300,"Middle English egre , from Anglo-French egre, aigre , from Latin acer — more at edge",False
05/14/2025,1425,BONGO,1920,American Spanish bongó,True
05/13/2025,1424,AWARE,1100,"Middle English iwar, iwarre, going back to Old English gewær, going back to West Germanic *gawaro- (whence Old Saxon & Old High German giwar ""cognizant""), from *ga-, perfective, associative and collective prefix + Germanic *waro- ""cognizant, watchful""  — more at com- , ware entry 1",False
05/12/2025,1423,BICEP,1641,"New Latin bicipit-, biceps , from Latin, two-headed, from bi- + capit-, caput head  — more at head",True
05/11/2025,1422,DOWEL,1300,"Middle English dowle ; akin to Old High German tubili plug, Late Greek typhos wedge",False
05/10/2025,1421,YEAST,1100,"Middle English yest , from Old English gist ; akin to Old High German jesen, gesen to ferment, Greek zein to boil",False
05/09/2025,1420,TRIPE,1300,"Middle English, from Anglo-French",False
05/08/2025,1419,BALMY,1400,see balm,False
05/07/2025,1418,MACHO,1949,"Spanish, literally, male, from Latin masculus — more at masculine",True
05/06/2025,1417,SUITE,1579,"French, from Old French siute, suite — more at suit entry 1",True
05/05/2025,1416,SHUSH,1925,imitative,True
05/04/2025,1415,TROUT,1100,"Middle English, from Old English trūht , from Late Latin trocta, tructa , a fish with sharp teeth, from Greek trōktēs , literally, gnawer, from trōgein to gnaw  — more at troglodyte",False
05/03/2025,1414,PATSY,1899,perhaps from Italian pazzo fool,True
05/02/2025,1413,WHOSE,1100,"Middle English whos , genitive of who, what",False
05/01/2025,1412,ADEPT,1698,derivative of adept entry 2,True
04/30/2025,1411,IDLER,1534,early modern english,True
04/29/2025,1410,BLISS,1100,"Middle English blisse , from Old English bliss ; akin to Old English blīthe blithe",False
04/28/2025,1409,DUMMY,1588,dumb entry 1 + -y entry 4,True
04/27/2025,1408,WEEDY,1400,unknown,False
04/26/2025,1407,CLASH,1518,imitative,True
04/25/2025,1406,KNOWN,1300,unknown,False
04/24/2025,1405,GENIE,1706,"French génie , from Arabic jinnī",True
04/23/2025,1404,OZONE,1840,"German Ozon , from Greek ozōn , present participle of ozein to smell  — more at odor",True
04/22/2025,1403,ARTSY,1947,modern english,True
04/21/2025,1402,SPATE,1400,Middle English,False
04/20/2025,1401,PATCH,1300,Middle English pacche,False
04/19/2025,1400,INBOX,1958,modern english,True
04/18/2025,1399,DIRGE,1200,"Middle English dirige , the Office of the Dead, from the first word of a Late Latin antiphon, from Latin, imperative of dirigere to direct  — more at dress",False
04/17/2025,1398,STOOD,-1,unknown,False
04/16/2025,1397,MORAL,1300,"Middle English, from Anglo-French, from Latin moralis , from mor-, mos custom",False
04/15/2025,1396,ASHEN,1100,unknown,False
04/14/2025,1395,CREST,1300,"Middle English creste , from Anglo-French, from Latin crista ; probably akin to Latin crinis hair",False
04/13/2025,1394,LAUGH,1100,"Middle English, from Old English hliehhan ; akin to Old High German lachēn to laugh",False
04/12/2025,1393,NURSE,1200,"Middle English norice, norce, nurse , from Anglo-French nurice , from Late Latin nutricia , from Latin, feminine of nutricius nourishing  — more at nutritious",False
04/11/2025,1392,ARROW,1100,"Middle English arwe, arowe, going back to Old English earh (strong noun, probably neuter), arwe, arewe (weak feminine noun), going back to Germanic *arhwō- ""arrow,"" presumably originally an adjectival derivative ""belonging to the bow"" (whence also Old Icelandic ǫr, genitive ǫrvar ""arrow,"" and, with an additional suffix, Gothic arhwazna ), going back to dialectal Indo-European *ark w - ""bow,"" whence also Latin arcus ""bow, rainbow, arch""",False
04/10/2025,1391,TURBO,1904,turbo-,True
04/09/2025,1390,WHEAT,1100,"Middle English whete, going back to Old English hwǣte, going back to Germanic *hwaitja- (whence also Old Frisian wēt ""wheat,"" Old Saxon hwēti, Middle Dutch weit, weite, Old High German hweizi, weizi, Old Icelandic hveiti, Gothic ƕaiteis ""cereal grain""), collective derivative from the stem of *hwīta- white entry 1 ; probably so called from the light color of the ripe ears or the flour made from it",False
04/08/2025,1389,SPARE,1300,"Middle English, from Old English spær sparing, scant; akin to Old High German spar spare",False
04/07/2025,1388,HAZEL,1100,"Middle English hasel , from Old English hæsel ; akin to Old High German hasal hazel, Latin corulus",False
04/06/2025,1387,VILLA,1611,"Italian, from Latin; akin to Latin vicus village  — more at vicinity",True
04/05/2025,1386,FOAMY,1100,unknown,False
04/04/2025,1385,KRILL,1907,Norwegian kril fry of fish,True
04/03/2025,1384,SHEAR,1100,"Middle English sheren , from Old English scieran ; akin to Old Norse skera to cut, Latin curtus mutilated, curtailed, Greek keirein to cut, shear, Sanskrit kṛnāti he injures",False
04/02/2025,1383,CURSE,1100,"Middle English curs, going back to Old English, of uncertain origin",False
04/01/2025,1382,JEWEL,1300,"Middle English juel , from Anglo-French, diminutive of ju, jeu game, play, from Latin jocus game, joke  — more at joke",False
03/31/2025,1381,BOOTY,1400,"modification of Middle French butin , from Middle Low German būte exchange",False
03/30/2025,1380,QUOTA,1618,"Medieval Latin, from Latin quota pars how great a part",True
03/29/2025,1379,SORRY,1100,"Middle English sory , from Old English sārig , from sār sore",False
03/28/2025,1378,VERSE,1100,"Middle English vers, fers , in part borrowed from Anglo-French vers, verse in part going back to Old English fers , both borrowed from Latin versus ""furrow, measure of land, row, line, line of writing, line of metrical writing,"" action noun derived from vertere ""to cause to turn, rotate""  — more at worth entry 1",False
03/27/2025,1377,SHEET,1100,"Middle English shete , from Old English scēte, scīete ; akin to Old English scēat edge, Old High German scōz flap, skirt",False
03/26/2025,1376,ELBOW,1100,"Middle English elbowe , from Old English elboga , from el- (akin to eln ell) + Old English boga bow  — more at ell , bow",False
03/25/2025,1375,SHELF,1300,"Middle English, probably from Old English scylfe ; akin to Old Norse hlīth skjalf Odin's seat",False
